508,['10.1073/pnas.1616216114'],body
516,['10.1016/j.precamres.2018.01.021'],abstract
518,unk,reference|doi
520,['10.1016/0301-9268(84)90061-5'],abstract
522,unk,doi
524,['10.1126/science.203.4382.779'],body
526,unk,doi
530,['10.1007/978-94-010-2896-7_2'],abstract|body
531,['10.1007/978-94-009-0595-5_7'],body
534,['10.1016/j.gr.2016.01.007'],abstract|body
535,unk,reference|doi|abstract|body
539,['10.1111/j.1365-3091.1982.tb00074.x'],abstract|body
540,unk,reference|doi|body
543,['10.1016/j.scitotenv.2019.135605'],abstract
544,unk,doi
552,unk,reference|doi
558,unk,doi
559,['10.1016/j.geoderma.2014.09.006'],abstract
560,['10.1002/esp.4156'],abstract|body
562,['10.1364/AO.54.007449'],abstract|body
563,['10.1063/1.2900149'],reference|body
565,unk,doi
569,['10.1109/TGRS.1980.350294'],reference|body
570,['10.1063/1.40938'],reference|body
573,['10.1029/JZ072i003p01047'],body
574,['10.1038/291222a0'],body
576,['10.1144/GSL.SP.2002.193.01.23'],abstract|body
578,unk,reference|doi|body
579,unk,reference|doi|abstract
580,unk,doi|abstract
582,unk,doi
583,unk,reference|doi|abstract|body
584,unk,doi|abstract
585,['10.1007/BF00375292'],body
587,['10.1126/science.1106296'],body
589,['10.1038/371495a0'],body
590,['10.1088/0264-9381/9/9/015'],abstract
591,unk,reference|doi|abstract
602,['10.1006/icar.1998.6007'],body
604,['10.1103/PhysRevLett.10.285'],abstract
610,unk,doi
612,['10.1146/annurev.aa.08.090170.000335'],abstract
616,['10.1029/JC083iC08p04053'],body
617,['10.1175/2007WAF2007005.1'],abstract|body
622,['10.1006/icar.1999.6270'],body
624,unk,doi
625,unk,reference|doi|body
628,['10.1126/science.1068240'],body
632,unk,doi
633,unk,reference|doi|abstract
635,unk,doi
636,['10.1016/j.apgeochem.2013.01.009'],abstract
641,['10.1023/A:1005271728567'],body
654,unk,doi
655,['10.1080/03091928408219262'],body
674,['10.1006/icar.2001.6632'],body
676,['10.1111/j.1945-5100.1995.tb01165.x'],abstract
677,['10.1126/sciadv.aau2307'],body
683,['10.48550/arXiv.astro-ph/9903066'],reference
686,['10.1029/JA091iA07p07939'],body
687,unk,reference|doi
691,unk,doi
694,['10.1017/S0022112058000501'],abstract|body
698,unk,reference|doi
699,['10.1016/j.palaeo.2006.06.026'],abstract
700,['10.1029/JA090iA01p00233'],body
701,unk,doi
704,unk,doi|abstract
709,['10.1038/219127a0'],body
710,unk,doi
715,['10.1080/02724634.1991.10011386'],reference|abstract|body
716,unk,doi
726,['10.1029/94GL01416'],body
727,['10.1016/j.gr.2013.09.023'],abstract|body
731,unk,doi
732,['10.1029/RG010i004p00885'],abstract|body
737,unk,reference|doi|body
739,unk,doi
740,unk,doi
745,['10.1007/3-540-53955-7_146', '10.1007/3-540-53955-7'],reference|body
748,['10.1006/icar.1993.1069'],body
753,['10.1038/211503a0'],body
754,unk,doi
759,unk,doi
772,['10.1016/S1364-6826(96)00032-6'],body
775,['10.1134/S0010952506040095'],body
781,['10.1063/1.871665'],body
784,unk,doi
785,['10.4319/lo.2012.57.1.0293'],reference|abstract|body
792,['10.2307/3515345'],reference|abstract|body
793,['10.5636/jgg.38.1223'],body
795,['10.1006/cres.2001.0264'],body
799,['10.1029/JA091iA12p13542'],body
804,['10.1016/S0009-2541(98)00186-7'],abstract
805,['10.1029/2000RG000090'],body
811,['10.1021/ja01493a020'],reference|abstract|body
818,unk,doi
823,['10.1029/95RS02479'],body
828,unk,reference|doi
832,unk,doi
834,['10.1029/JC084iC11p06929'],body
838,['10.1007/978-94-009-2953-1_1'],reference|body
839,['10.1016/j.margeo.2012.07.008'],abstract
841,['10.1111/j.1749-6632.1972.tb12690.x'],abstract|body
844,['10.1029/JA095iA10p17167'],body
845,['10.1086/145591'],reference
847,['10.1007/s11214-009-9620-8'],abstract
848,['10.1029/JA079i025p03870'],body
850,unk,reference|doi|abstract|body
851,unk,reference|doi
853,['10.1117/12.2563238'],reference
854,unk,reference|doi|body
856,['10.1086/127702'],reference|abstract
857,unk,reference|doi|body
858,unk,doi
859,['10.2138/am-2004-0129'],reference|abstract|body
861,['10.1007/s11069-005-6126-x'],body
864,unk,reference|doi|abstract|body
865,['10.1016/j.quaint.2013.11.037'],abstract
866,['10.1007/BF02558125'],body
867,unk,doi
868,['10.1126/science.ns-11.266.118'],reference|abstract|body
869,['10.1063/1.35164'],reference|body
870,unk,doi
871,unk,reference|doi
872,['10.1117/12.47149'],reference|body
873,unk,reference|doi|body
874,unk,reference|doi
875,unk,reference|doi|abstract|body
877,['10.1029/94GL02118'],body
878,['10.1063/1.1747785'],body
880,['10.1086/181225'],reference
891,['10.1029/JA094iA06p06597'],body
899,['10.2136/sssaj2000.6441479x'],abstract|body
902,['10.1029/91JA01171'],body
905,['10.1038/132066a0'],reference|body
906,unk,doi
915,unk,doi
916,['10.1029/JC079i024p03375'],body
928,unk,reference|doi|abstract|body
949,['10.1175/1520-0442(2003)016<0426:SAGGFA>2.0.CO;2'],body
954,['10.1175/1520-0469(1965)022<0462:AROUAD>2.0.CO;2'],reference|body
957,unk,doi
968,['10.1121/1.1908836'],reference|abstract|body
976,unk,reference|doi|body
977,['10.1006/icar.1999.6252'],body
979,['10.1126/science.265.5180.1846'],body
980,unk,doi
989,unk,doi
993,unk,doi
997,unk,reference|doi|body
1004,['10.1063/1.859484'],body
1006,unk,doi
1008,['10.1086/180187'],abstract
1011,['10.1016/S0009-2541(02)00015-3'],abstract
1012,['10.1086/623695'],reference|abstract|body
1034,unk,doi
1035,['10.1063/1.859701'],body
1043,['10.1007/978-1-4020-3407-7'],reference|body
1044,['10.1016/S0377-8398(00)00008-6'],abstract
1046,unk,reference|doi|abstract|body
1050,['10.1016/S0016-7061(98)00063-9'],abstract
1059,unk,reference|doi|abstract|body
1060,['10.2138/am.2012.3864'],reference|abstract|body
1062,['10.1007/978-94-009-3901-1_7'],body
1069,['10.1046/j.1525-1314.2003.00478.x'],reference|abstract|body
1071,['10.1063/1.1704886'],abstract|body
1072,unk,doi
1077,['10.1029/92GL02110'],body
1079,['10.1016/0048-9697(86)90363-3'],abstract|body
1080,unk,reference|doi
1086,['10.1186/BF03352059'],body
1095,['10.1144/gsjgs.136.6.0673'],body
1096,['10.1002/esp.3290190504'],body
1098,unk,doi|abstract
1101,['10.1130/0091-7613(1985)13<342:CDAFEI>2.0.CO;2'],body
1102,['10.1002/hyp.1385'],body
1111,['10.1007/BF02528800'],reference|body
1115,unk,doi
1116,unk,doi
1119,['10.2475/ajs.287.5.429'],reference|abstract|body
1122,unk,doi
1123,['10.1144/GSL.SP.1986.019.01.13'],abstract|body
1126,['10.1038/213346a0'],body
1127,['10.1038/266433a0'],body
1128,['10.1029/JB073i004p01497'],body
1133,unk,reference|doi|abstract|body
1134,['10.1073/pnas.87.2.508'],reference|body
1137,['10.1017/S0022112071002350'],abstract|body
1138,unk,reference|doi|abstract
1139,['10.1016/0083-6656(86)90012-7'],body
1141,['10.1088/1674-4527/15/9/001'],body
1142,unk,doi
1143,['10.1515/zna-1964-0308'],reference
1145,['10.1007/BF01820837'],body
1146,unk,reference|doi|abstract|body
1147,unk,doi
1149,unk,doi
1150,unk,doi
1151,unk,reference|doi|abstract
1152,['10.1029/JA085iA05p02307'],body
1153,['10.1180/minmag.1938.025.162.01'],reference|abstract|body
1157,unk,reference|doi|body
1158,['10.3390/rs5031204'],abstract|body
1159,unk,reference|doi|body
1160,['10.1029/2001JA005058'],abstract
1161,['10.1029/93EO00214'],body
1162,unk,reference|doi|body
1163,unk,reference|doi|body
1164,unk,doi
1165,unk,reference|doi|abstract|body
1166,unk,doi|body
1167,unk,reference|doi|abstract|body
1170,['10.1128/aem.54.6.1472-1480.1988'],reference|abstract|body
1172,['10.1063/1.442828'],body
1175,['10.1126/science.284.5415.790'],body
1176,['10.1063/1.1749590'],body
1187,['10.1029/JA093iA09p09555'],body
1188,unk,doi
1195,['10.1029/JB084iB13p07513'],body
1196,unk,doi
1197,['10.1146/annurev.aa.32.090194.001101'],abstract
1203,['10.1038/364421a0'],body
1213,['10.1029/93JA03481'],body
1221,['10.1086/507617'],abstract|body
1226,['10.1073/pnas.0909417106'],body
1232,unk,doi
1234,['10.1126/science.194.4267.835'],body
1235,['10.1029/2000GL012407'],body
1237,['10.1126/science.1139038'],body
1243,['10.1071/PH670147'],reference|abstract
1248,unk,doi
1250,unk,doi
1251,['10.1016/0010-4655(78)90082-6'],abstract
1257,['10.1016/0025-3227(90)90042-I'],abstract
1270,['10.1016/j.precamres.2015.07.015'],abstract
1281,['10.1063/1.869498'],body
1282,['10.1364/JOSAA.21.001841'],body
1283,['10.2113/gsecongeo.66.6.940'],reference|abstract|body
1286,['10.1007/s004450000115'],reference|body
1300,unk,doi
1301,['10.1038/315566a0'],body
1302,unk,reference|doi|body
1311,['10.1046/j.1365-3121.1998.00208.x'],abstract|body
1315,unk,reference|doi|abstract|body
1319,['10.1111/j.1365-3091.1979.tb00913.x'],abstract|body
1326,['10.1086/148629'],reference|abstract
1328,unk,doi
1331,unk,doi
1332,['10.1038/310300a0'],body
1337,unk,reference|doi
1338,['10.1130/0091-7613(2001)029<0751:PSOPR>2.0.CO;2'],body
1348,['10.1146/annurev.aa.08.090170.001113'],abstract
1357,['10.1017/S0022143000031841'],reference|abstract|body
1373,['10.1029/92JA01668'],body
1374,unk,doi|abstract|body
1375,['10.1029/JZ070i017p04087'],body
1378,unk,doi
1381,['10.2138/gselements.15.4.235'],body
1382,unk,doi
1384,['10.1364/AO.29.002295'],abstract|body
1385,['10.1130/B30884.1'],abstract|body
1386,['10.1126/science.162.3861.1498'],body
1388,unk,doi
1392,['10.1007/978-94-009-7778-5_36'],body
1393,unk,reference|doi|abstract
1395,['10.1126/science.258.5088.1624'],body
1396,['10.1130/0091-7613(1999)027<0535:SIRALB>2.3.CO;2'],body
1398,['10.2307/2257719'],reference|abstract|body
1400,unk,doi|body
1401,['10.1016/j.jastp.2010.09.025'],reference
1409,['10.1007/978-94-011-2020-3_10'],reference|abstract|body
1411,['10.1029/JA077i022p04086'],body
1412,['10.1029/JB090iS02p0C613'],body
1413,['10.1006/icar.1996.5656'],body
1414,unk,doi
1421,unk,doi
1423,['10.1007/s00585-995-0130-z'],body
1424,['10.1086/125957'],reference|abstract
1425,unk,reference|doi|abstract
1427,['10.1016/j.margeo.2004.04.008'],abstract
1428,unk,reference|doi|abstract
1429,unk,doi
1432,['10.1016/S0094-5765(03)00155-3'],reference
1433,['10.1007/978-94-009-0595-5_6'],body
1434,['10.2307/1795293'],reference|abstract|body
1436,unk,reference|doi|abstract
1437,unk,reference|doi|abstract
1438,['10.1016/j.chemgeo.2006.11.001'],abstract
1439,['10.1029/2000JA000113'],body
1442,['10.1002/hyp.9571'],abstract|body
1444,['10.1080/08120099708728352'],abstract|body
1445,unk,doi
1446,['10.1007/978-94-011-2769-1_13'],reference|body
1447,unk,doi
1448,unk,doi
1450,['10.1007/s00126-001-0222-y'],reference|body
1451,['10.1142/9789812837530_0016'],reference|body
1453,['10.1029/95JE03362'],body
1454,unk,doi
1455,['10.1038/2211042a0'],body
1456,['10.2478/ceer-2020-0057'],body
1457,['10.1269/jrr.43.S35'],abstract|body
1459,['10.1086/628148'],reference|abstract|body
1460,unk,reference|doi
1461,unk,doi|abstract
1462,unk,reference|doi
1466,['10.1038/300615a0'],body
1477,['10.1126/science.1236408'],body
1486,['10.1126/science.281.5382.1496'],abstract|body
1489,['10.1038/312623a0'],body
1490,['10.1038/374141a0'],body
1495,['10.1142/p020'],reference|body
1498,unk,doi
1499,unk,doi
1501,['10.1126/science.1073616'],body
1517,['10.1142/9789814350976_0002'],reference|body
1523,unk,doi
1530,unk,doi
1531,unk,reference|doi|abstract|body
1536,['10.1086/181846'],abstract
1537,['10.1086/626675'],reference|abstract|body
1539,['10.1063/1.1670232'],body
1540,unk,doi
1542,['10.1126/sciadv.aav9396'],body
1544,unk,doi
1556,unk,doi
1558,['10.1130/0091-7613(2000)28<451:SPOTKF>2.0.CO;2'],body
1567,['10.1006/icar.1995.1186'],body
1568,['10.1029/JB078i020p04096'],body
1569,['10.1017/S0074180900037220'],abstract
1570,['10.1029/1999JE001176'],body
1574,['10.1006/icar.2000.6449'],body
1580,['10.1006/icar.2002.6872'],body
1589,unk,doi
1590,unk,doi
1594,['10.1038/336146a0'],body
1596,['10.1029/94JD01152'],body
1598,unk,doi
1601,unk,reference|doi|body
1603,['10.1029/93JB00522'],body
1610,['10.5194/angeo-22-2345-2004'],reference
1613,['10.1051/swsc/2021016'],body
1615,['10.1017/S0022112078001573'],body
1616,unk,doi
1619,['10.1029/97JA02820'],body
1626,['10.1007/978-94-009-8492-9_33'],body
1628,unk,doi
1631,['10.1086/143980'],reference
1632,['10.1038/326678a0'],body
1634,['10.1146/annurev.aa.01.090163.000353'],abstract
1637,['10.1002/jqs.750'],body
1640,['10.1038/336226a0'],body
1646,['10.1175/1520-0442(1997)010<1488:POASFH>2.0.CO;2'],reference|body
1653,['10.1038/scientificamerican0575-80'],reference|body
1654,['10.1007/978-94-009-8534-6_1'],reference|body
1655,['10.1038/329608a0'],body
1658,['10.1016/0016-7061(91)90081-4'],abstract
1667,['10.1139/e92-100'],reference|abstract|body
1669,['10.1007/s11038-006-9096-4'],body
1671,['10.1029/94JA02343'],body
1678,unk,doi
1679,['10.1007/978-94-009-3077-3_8'],reference|body
1684,unk,reference|doi|abstract|body
1685,['10.1180/minmag.1979.043.325.01'],abstract|body
1689,unk,doi
1693,['10.3389/fspas.2022.892236'],body
1694,['10.1007/s12217-008-9040-5'],body
1696,['10.1146/annurev.fl.11.010179.001051'],reference|abstract|body
1697,['10.1111/j.1365-2389.2004.00625.x'],body
1700,unk,doi
1701,['10.1364/AO.36.005340'],abstract|body
1702,unk,reference|doi|abstract
1703,unk,doi
1709,unk,doi
1711,['10.1007/BF00400128'],body
1716,unk,reference|doi|body
1723,unk,reference|doi|abstract|body
1724,unk,reference|doi|abstract
1726,['10.1080/03115517908527798'],abstract|body
1728,['10.1130/0016-7606(1965)76[165:IOISSR]2.0.CO;2'],reference|abstract|body
1730,['10.1117/12.259724'],reference|body
1731,unk,doi
1732,['10.1007/BF00678104'],abstract|body
1736,unk,doi
1738,['10.2343/geochemj.22.41'],reference|abstract|body
1740,['10.1143/PTP.79.416'],body
1742,unk,doi
1743,unk,reference|doi|body
1744,['10.1117/12.504835'],reference|body
1745,unk,reference|doi|abstract|body
1748,unk,doi
1749,unk,reference|doi|body
1754,unk,reference|doi|abstract|body
1756,unk,doi|body
1760,['10.1086/145672'],reference
1765,['10.1006/icar.1996.5647'],body
1768,['10.2475/ajs.282.4.451'],reference|abstract|body
1769,['10.1890/0012-9658(1997)078[1946:PANEOO]2.0.CO;2'],abstract|body
1780,unk,doi
1785,unk,doi
1793,['10.1016/j.geothermics.2015.11.004'],reference
1802,['10.1016/0011-7471(68)90051-X'],body
1806,unk,reference|doi|abstract|body
1814,['10.1126/science.272.5266.1296'],body
1816,['10.1029/RG001i003p00283'],abstract|body
1828,['10.1130/0091-7613(1983)11<16:IPITEE>2.0.CO;2'],reference|body
1829,unk,reference|doi|body
1830,['10.1088/2514-3433/ac2956'],body
1838,['10.2475/ajs.288.6.537'],reference|abstract|body
1839,['10.1130/B25572.1'],abstract|body
1840,['10.1007/BF02033914'],reference
1841,['10.1023/A:1026567706183'],body
1846,unk,doi
1856,unk,doi|body
1857,unk,reference|doi|abstract
1859,unk,doi
1862,['10.1029/95JA02722'],body
1863,['10.1016/S0301-9268(01)00171-1'],abstract
1864,['10.1126/science.1109807'],body
1865,['10.1126/science.aac6397'],body
1869,['10.1029/GL003i001p00041'],body
1873,['10.1086/107292'],reference|abstract
1877,['10.1126/science.237.4815.628'],body
1878,['10.1038/303218a0'],body
1888,['10.1029/JA091iA04p04287'],body
1889,['10.1139/e97-107'],abstract|body
1901,['10.1146/annurev.ea.06.050178.002325'],abstract
1902,['10.1126/science.1098759'],body
1903,unk,doi
1905,['10.1130/0091-7613(1984)12<296:CDMBDM>2.0.CO;2'],body
1906,['10.1016/0198-0149(87)90048-3'],body
1907,['10.1016/B978-1-4831-9920-7.50006-4'],reference|abstract|body
1909,['10.1002/asna.18430201706'],reference|abstract
1914,['10.1006/icar.1999.6166'],body
1915,['10.1126/science.252.5005.537'],body
1916,['10.1029/JD094iD12p14783'],body
1920,['10.1063/1.1761904'],body
1923,unk,doi
1924,unk,doi
1925,unk,doi
1934,['10.1016/S1386-1425(00)00437-6'],abstract|body
1935,['10.1038/physci240035a0'],body
1943,['10.1029/98GL00412'],body
1944,['10.1144/jgs.157.1.151'],body
1947,unk,doi
1953,['10.1086/182345'],abstract
1954,unk,doi
1956,['10.1016/S0031-0182(01)00300-5'],abstract
1963,['10.1093/mnras/74.2.132'],reference|abstract
1969,['10.1029/JA086iA06p04425'],body
1974,['10.1029/2019JE006336', '10.1002/essoar.10501914.2'],body
1979,unk,reference|doi|abstract
1984,['10.1126/science.207.4429.439'],body
1985,['10.1111/j.1365-3091.1988.tb00907.x'],abstract|body
1992,unk,doi|abstract
2000,unk,doi
2004,['10.1117/12.461137'],reference|body
2006,['10.1007/s00445-001-0191-0'],reference|body
2008,unk,reference|doi|abstract
2009,unk,reference|doi
2010,['10.1088/0022-3700/7/4/005'],abstract|body
2012,['10.1097/00010694-198801000-00005'],reference|abstract|body
2013,unk,doi
2015,['10.1086/141722'],reference|abstract
2017,unk,doi
2022,['10.1038/269783a0'],body
2023,unk,reference|doi|body
2024,['10.1017/S002237789700545X'],body
2026,['10.1086/149445'],reference|abstract
2029,['10.1038/325507a0'],body
2032,['10.1111/j.1749-6632.1972.tb12691.x'],abstract|body
2034,unk,reference|doi|body
2036,unk,reference|doi
2039,['10.1029/96JA02524'],body
2040,['10.1364/JOSAA.34.000A10'],abstract|body
2041,['10.1029/JA075i019p03693'],body
2042,['10.2113/gsecongeo.78.3.530'],reference|abstract|body
2043,['10.1007/s12665-015-4471-y'],abstract|body
2044,['10.1063/1.2077188'],reference|body
2046,unk,reference|doi|body
2047,unk,doi|abstract
2048,unk,reference|doi
2050,['10.1126/science.105978'],body
2051,['10.1016/S0009-2541(99)00081-9'],abstract
2063,unk,doi
2069,['10.1016/0033-5894(91)90015-W'],body
2076,['10.1126/science.aab0476'],body
2079,['10.1038/288230a0'],body
2080,['10.1038/341138a0'],body
2083,['10.1029/JA086iA09p07639'],body
2088,['10.1130/0091-7613(1989)017<0942:ETBFE>2.3.CO;2'],body
2115,['10.1029/JA086iA10p08705'],body
2118,unk,doi
2119,['10.1029/JA088iA08p06143'],body
2125,unk,doi
2126,['10.1029/97JE03145'],body
2128,unk,doi
2130,['10.1029/JA093iA09p09649'],body
2133,unk,doi
2136,['10.1086/143397'],reference
2142,['10.1029/1999JE001224'],body
2144,['10.1109/36.655315'],abstract|body
2146,['10.1063/1.467227'],body
2150,unk,doi
2151,unk,reference|doi|abstract
2164,unk,doi
2165,unk,reference|doi|abstract|body
2166,unk,doi
2167,['10.1146/annurev.ea.14.050186.000321'],abstract
2170,unk,doi
2173,['10.1002/asna.201612434'],body
2178,['10.1007/BF02394719'],body
2182,['10.1029/GL010i004p00297'],body
2183,['10.1029/JA082i013p01825'],body
2189,['10.1007/978-94-011-3642-6_13'],reference|body
2193,['10.1126/science.1144120'],body
2195,unk,doi
2196,unk,doi
2198,['10.1073/pnas.0408921102'],body
2199,unk,reference|doi|abstract
2206,['10.1175/1520-0469(1973)030<0256:TMOCCP>2.0.CO;2'],reference|body
2210,unk,doi
2211,['10.1007/s002690050124'],body
2216,unk,doi|abstract
2218,['10.1029/JA084iA06p02641'],body
2224,['10.1111/j.1365-3091.2007.00914.x'],abstract|body
2234,['10.1144/pygs.51.3.177'],body
2236,['10.1007/s100640050065'],reference|body
2237,['10.1785/0119990025'],reference|abstract|body
2242,unk,reference|doi|abstract
2247,unk,doi
2249,['10.1016/j.palaeo.2012.04.030'],abstract
2255,['10.1029/JB076i017p04076'],body
2256,['10.5194/hess-4-439-2000'],reference|body
2260,unk,doi|abstract
2261,['10.1029/JA077i013p02377'],body
2262,['10.1126/science.245.4920.824'],body
2263,unk,doi
2265,unk,doi
2271,['10.1007/s12665-011-1424-y'],abstract|body
2272,['10.2475/ajs.258.2.81'],reference|abstract|body
2277,['10.1029/JA085iA05p02285'],body
2281,['10.1029/93JA02585'],body
2285,['10.1086/314412'],reference|abstract|body
2288,unk,doi
2291,unk,doi
2292,['10.1046/j.1365-246X.1999.00763.x'],body
2293,unk,doi
2295,['10.1006/icar.1995.1063'],body
2298,unk,doi
2299,['10.1111/j.1752-1688.2005.tb03713.x'],abstract|body
2304,['10.1117/12.857316'],reference|body
2309,['10.1117/12.168582'],reference|body
2311,['10.3390/rs10050788'],abstract
2312,['10.1029/JA089iA10p08843'],body
2314,['10.1016/S0048-9697(98)00150-8'],abstract
2315,unk,doi
2317,unk,reference|doi|abstract
2320,['10.1038/218153a0'],body
2321,unk,reference|doi|abstract|body
2322,unk,reference|doi|body
2325,unk,reference|doi|abstract
2328,['10.1063/1.1286802'],body
2330,unk,reference|doi|abstract|body
2331,['10.1130/0016-7606(1977)88<1577:DOOBCI>2.0.CO;2'],reference|abstract|body
2332,unk,reference|doi
2333,unk,reference|doi|body
2334,['10.3103/S0027134911010188'],abstract|body
2335,unk,reference|doi|abstract
2336,unk,doi|abstract
2337,['10.1127/zfg/46/2002/35'],reference|abstract|body
2339,['10.1002/asna.19011560302'],reference|abstract
2340,['10.4236/ojm.2021.111001'],abstract|body
2341,unk,doi|body
2344,['10.1098/rspa.1950.0049'],reference|abstract|body
2347,['10.1016/0010-4655(75)90103-4'],abstract
2350,['10.1038/211676a0'],abstract|body
2353,['10.1130/0016-7606(2000)112<324:TOTHAS>2.0.CO;2'],abstract|body
2355,['10.1126/science.1172466'],body
2357,['10.1126/science.204.4396.951'],body
2364,['10.1029/92JB01963'],body
2374,unk,reference|doi|abstract
2383,['10.1038/381497a0'],body
2384,unk,reference|doi|abstract|body
2390,['10.1364/JOSAA.9.001072'],abstract|body
2391,unk,doi|abstract
2393,['10.1093/petroj/40.6.1011'],abstract|body
2398,['10.1016/j.precamres.2011.11.004'],abstract
